,passband,1,Tnorm,A0,feh,Tnorm^2,A0^2,feh^2,Tnorm A0,Tnorm feh,A0 feh,Tnorm^3,A0^3,feh^3,Tnorm^2 A0,Tnorm A0^2,Tnorm^2 feh,Tnorm feh^2,A0^2 feh,A0 feh^2,Tnorm A0 feh,mean_residual,std_residual
0,GAIA_GAIA3.G,-0.0897189964743394,1.910801386897912,0.0307023377528519,0.0113051038004432,-1.2695651048439611,0.0009345136719819,-0.0076821246235237,-0.0921240152649911,-0.0546601101492242,0.0022649627863357,0.318274039314986,8.964589468347253e-06,-0.0003726878805109,0.0284031763080514,0.0006901834195128,0.0299957352178715,0.0035232991762263,-7.863678904523147e-05,0.0002600514707314,-0.00046847955273,-4.385019535408711e-13,0.0016843848831902
1,GAIA_GAIA3.Gbp,0.3441391511470401,1.4675515291687802,0.0301992167991761,0.012847855516232,-0.919126349479961,0.0007663457634169,-0.0087148459802668,-0.077847285409004,-0.0728469617713925,0.0024761170812538,0.2121516051100019,2.5383904056081998e-05,-0.0003800240606829,0.0274027008439124,-4.041138798847062e-05,0.0404957233772319,0.0038471868140403,-3.500108178880005e-05,0.0002145515313294,-0.0008868254581803,-2.247652533229585e-12,0.001885576349357
2,GAIA_GAIA3.Grp,0.4009098571442211,0.5363841816121111,-0.0059462940283485,-0.002681451877855,-0.3920126677269948,0.0001096848111804,-0.0007720642670888,-0.0018673721769374,0.0042269368878381,-2.6684600552411685e-05,0.1005334798808342,6.98498219618002e-06,-2.2681233426654195e-05,0.0007529777509855,-8.465035758502012e-05,-0.0010671371993794,0.0006282130678373,-1.4356712191831471e-06,9.84800773970757e-07,2.3249228009762384e-05,-1.1295190955391061e-12,0.0005214539862871
3,CaHK_Pristine,1.5409025372238498,0.0377326553369525,-9.249735860031164e-05,-0.0022830035694995,-0.0251628983166932,-2.3166975408137045e-07,-4.4941210039333286e-05,6.444272961174587e-05,0.002753126513542,-6.225516519370624e-06,0.0059784722071496,4.9487814629835774e-09,3.4576907081858574e-06,-2.1065289073134396e-05,2.188178503305799e-07,-0.0009170560667866,2.507594813646336e-05,3.087634642191436e-08,-1.0043306084538061e-07,3.436261516480406e-06,-5.847907149143022e-10,5.354809667544546e-05
0,A0AV,1.1752673090065544,-0.5199112484519416,0.004541281646093013,0.005935697005505242,0.390308051987694,2.9482393225665466e-05,0.0019629604106061955,-0.0006500276454393857,-0.0012462558618483947,-4.151910848387558e-05,-0.10168893199209025,-8.230727914078195e-08,7.601160689041707e-05,7.339406806011585e-05,1.0625684245805575e-05,-0.0016863554301661352,-0.0010654351153207631,-1.4971969841567292e-06,1.4274981024981212e-06,4.0941347855141705e-05,5.6036795258876634e-11,0.0004673307400708583
